,year,week,total_score,temperature,home_team,home_score,away_team,away_score,wind,wind_dir
480,2013,6,48,67,Browns,17,Lions,31,8,N
481,2013,7,51,70,Lions,24,Bengals,27,,SW
482,2013,8,40,61,Chiefs,23,Browns,17,,SSW
483,2013,9,54,49,Washington,30,Chargers,24,,N
484,2013,10,40,47,Bears,19,Lions,21,,WNW
485,2013,11,40,67,Eagles,24,Washington,16,7,SSW
486,2013,12,45,70,Lions,21,Buccaneers,24,,WNW
487,2013,13,42,37,Ravens,22,Steelers,20,,N
488,2013,14,33,83,Buccaneers,27,Bills,6,,SE
489,2013,15,69,22,Browns,31,Bears,38,,W
490,2013,16,30,25,Chiefs,7,Colts,23,,NW
491,2013,17,26,53,Titans,16,Texans,10,,N
492,2012,1,62,70,Bears,41,Colts,21,11,N
493,2012,2,61,76,Bengals,34,Browns,27,,NW
494,2012,3,38,51,Browns,14,Bills,24,,SSW
495,2012,4,80,61,Bills,28,Patriots,52,,NNE
496,2012,5,57,70,Colts,30,Packers,27,,W
497,2012,6,58,75,Browns,34,Bengals,24,,SSW
498,2012,7,30,70,Colts,17,Browns,13,,ESE
499,2012,8,13,45,Browns,7,Chargers,6,,NNE
500,2012,9,40,41,Browns,15,Ravens,25,,NNW
501,2012,10,40,79,Dolphins,3,Titans,37,,E
502,2012,11,43,63,Cowboys,23,Browns,20,,SSE
503,2012,12,68,41,Jets,19,Patriots,49,,N
504,2012,13,40,61,Bears,17,Seahawks,23,,W
505,2012,14,39,54,Bengals,19,Cowboys,20,,S
506,2012,15,34,43,Bears,13,Packers,21,,W
507,2012,16,62,24,Packers,55,Titans,7,,NW
508,2012,17,40,28,Bengals,23,Ravens,17,,SW
509,2011,1,48,80,Chiefs,7,Bills,41,,
510,2011,2,39,79,Titans,26,Ravens,13,,
511,2011,3,65,81,Bills,34,Patriots,31,,
512,2011,4,27,79,Texans,17,Steelers,10,,
513,2011,5,52,70,Colts,24,Chiefs,28,,
514,2011,6,30,64,Steelers,17,Jaguars,13,,
515,2011,7,48,69,Titans,7,Texans,41,,
516,2011,8,37,59,Titans,27,Colts,10,,
517,2011,9,34,63,Chiefs,3,Dolphins,31,,
518,2011,10,33,59,Panthers,3,Titans,30,,
519,2011,11,43,75,Dolphins,35,Bills,8,,
520,2011,12,22,36,Ravens,16,49ers,6,,
521,2011,13,13,41,Bears,3,Chiefs,10,,
522,2011,14,47,40,Jets,37,Chiefs,10,,
523,2011,15,33,70,Rams,13,Bengals,20,,
524,2011,16,51,32,Patriots,27,Dolphins,24,,
525,2011,17,45,66,Texans,22,Titans,23,,
526,2010,1,58,88,Texans,34,Colts,24,,
527,2010,2,41,58,Packers,34,Bills,7,,
528,2010,3,34,70,Vikings,24,Lions,10,,
529,2010,4,30,70,Saints,16,Panthers,14,,
530,2010,5,44,79,Texans,10,Giants,34,,
531,2010,6,43,54,Packers,20,Dolphins,23,,
532,2010,7,56,76,Titans,37,Eagles,19,,
533,2010,8,52,63,Cowboys,17,Jaguars,35,,
534,2010,9,41,70,Bills,19,Bears,22,,
535,2010,10,40,42,Bears,27,Vikings,13,,
536,2010,11,35,65,Titans,16,Washington,19,,
537,2010,12,36,38,Jets,26,Bengals,10,,
538,2010,13,16,26,Chiefs,10,Broncos,6,,
539,2010,14,41,47,Panthers,10,Falcons,31,,
540,2010,15,69,33,Giants,31,Eagles,38,,
541,2010,16,37,21,Bills,3,Patriots,34,,
542,2010,17,41,70,Falcons,31,Panthers,10,,
543,2009,1,26,70,Falcons,19,Dolphins,7,,
544,2009,2,40,70,Lions,13,Vikings,27,,
545,2009,3,51,70,Vikings,27,49ers,24,,
546,2009,4,51,70,Colts,34,Seahawks,17,,
547,2009,5,48,70,Rams,10,Vikings,38,,
548,2009,6,64,70,Vikings,33,Ravens,31,,
549,2009,7,48,70,Rams,6,Colts,42,,
550,2009,8,55,72,Cowboys,38,Seahawks,17,,
551,2009,9,24,66,Bengals,17,Ravens,7,,
552,2009,10,51,70,Rams,23,Saints,28,,
553,2009,11,75,70,Lions,38,Browns,37,,
554,2009,12,32,52,Broncos,26,Giants,6,,
555,2009,13,26,33,Bears,17,Rams,9,,
556,2009,14,35,35,Bears,14,Packers,21,,
557,2009,15,27,29,Bills,10,Patriots,17,,
558,2009,16,27,41,Bengals,17,Chiefs,10,,
559,2009,17,60,70,Lions,23,Bears,37,,
560,2019,1,33,74,Jets,16,Bills,17,4,WNW
561,2019,2,36,92,Titans,17,Colts,19,1,ESE
562,2019,3,44,82,Patriots,30,Jets,14,8,SW
563,2019,4,40,86,Dolphins,10,Chargers,30,11,NE
564,2019,5,21,76,Titans,7,Bills,14,3,SSW
565,2019,6,55,58,Chiefs,24,Texans,31,2,NNE
566,2019,7,72,70,Lions,30,Vikings,42,,NE
567,2019,8,40,70,Saints,31,Cardinals,9,3,NNE
568,2019,9,50,46,Steelers,26,Colts,24,5,W
569,2019,10,35,70,Saints,9,Falcons,26,3,NE
570,2019,11,46,70,Colts,33,Jaguars,13,2,WSW
571,2019,12,26,43,Bengals,10,Steelers,16,9,SW
572,2019,13,48,70,Colts,17,Titans,31,1,WSW
573,2019,14,43,37,Jets,22,Dolphins,21,6,S
574,2019,15,45,42,Titans,21,Texans,24,4,E
575,2019,16,76,41,Washington,35,Giants,41,3,SW
576,2019,17,56,60,Bengals,33,Browns,23,8,SSW
577,2018,1,88,70,Saints,40,Buccaneers,48,1,WSW
578,2018,2,37,81,Titans,20,Texans,17,7,NNE
579,2018,3,36,61,Eagles,20,Colts,16,3,NE
580,2018,4,49,80,Titans,26,Eagles,23,,N
581,2018,5,50,75,Jets,34,Broncos,16,4,WSW
582,2018,6,76,57,Jets,42,Colts,34,5,WSW
583,2018,7,38,47,Eagles,17,Panthers,21,9,WNW
584,2018,8,51,48,Steelers,33,Browns,18,7,SSW
585,2018,9,58,53,Browns,21,Chiefs,37,5,ESE
586,2018,10,43,30,Packers,31,Dolphins,12,8,SW
587,2018,11,48,70,Colts,38,Titans,10,7,N
588,2018,12,55,48,Bengals,20,Browns,35,,SSE
589,2018,13,57,50,Giants,30,Bears,27,2,NE
590,2018,14,42,69,Buccaneers,14,Saints,28,6,SW
591,2018,15,41,40,Bears,24,Packers,17,5,W
592,2018,16,62,43,Eagles,32,Texans,30,5,W
593,2018,17,41,31,Patriots,38,Jets,3,,SSE
594,2017,1,42,73,Titans,16,Raiders,26,4,NE
595,2017,2,35,78,Steelers,26,Vikings,9,,S
596,2017,3,51,87,Eagles,27,Giants,24,2,NE
597,2017,4,43,64,Jets,23,Jaguars,20,1,N
598,2017,5,49,70,Colts,26,49ers,23,6,ESE
599,2017,6,33,70,Vikings,23,Packers,10,4,WNW
600,2017,7,40,70,Vikings,24,Ravens,16,3,WSW
601,2017,8,20,63,Buccaneers,3,Panthers,17,9,NW
602,2017,9,40,70,Saints,30,Buccaneers,10,3,SSW
603,2017,10,37,70,Colts,17,Steelers,20,,NE
604,2017,11,23,26,Packers,0,Ravens,23,6,WNW
605,2017,12,26,58,Chiefs,10,Bills,16,3,SSW
606,2017,13,69,46,Jets,38,Chiefs,31,,E
607,2017,14,41,47,Chiefs,26,Raiders,15,5,NW
608,2017,15,52,68,Jaguars,45,Texans,7,2,ESE
609,2017,16,42,22,Chiefs,29,Dolphins,13,5,NW
610,2017,17,33,70,Vikings,23,Bears,10,4,NW
611,2016,1,39,83,Eagles,29,Browns,10,9,NW
612,2016,2,40,71,Steelers,24,Bengals,16,3,SSE
613,2016,3,56,67,Giants,27,Washington,29,4,NNW
614,2016,4,51,70,Washington,31,Browns,20,1,N
615,2016,5,52,70,Colts,29,Bears,23,,ESE
616,2016,6,54,79,Titans,28,Browns,26,7,S
617,2016,7,60,71,Titans,26,Colts,34,5,SW
618,2016,8,54,84,Buccaneers,24,Raiders,30,1,ENE
619,2016,9,50,79,Dolphins,27,Jets,23,11,ENE
620,2016,10,15,55,Jets,6,Rams,9,4,W
621,2016,11,45,70,Lions,26,Jaguars,19,16,NW
622,2016,12,48,38,Bears,21,Titans,27,5,S
623,2016,13,36,37,Patriots,26,Rams,10,7,NNW
624,2016,14,27,75,Buccaneers,16,Saints,11,9,E
625,2016,15,41,37,Texans,21,Jaguars,20,11,N
626,2016,16,44,40,Patriots,41,Jets,3,4,SW
627,2016,17,33,76,Buccaneers,17,Panthers,16,7,SSE
628,2015,1,41,76,Jets,31,Browns,10,7,WSW
629,2015,2,45,70,Saints,19,Buccaneers,26,2,N
630,2015,3,47,75,Browns,20,Raiders,27,1,SSE
631,2015,4,34,60,Bills,10,Giants,24,4,E
632,2015,5,44,70,Falcons,25,Washington,19,2,NNE
633,2015,6,26,62,Vikings,16,Chiefs,10,15,SSE
634,2015,7,17,61,Titans,7,Falcons,10,8,NNE
635,2015,8,54,63,Browns,20,Cardinals,34,17,WSW
636,2015,9,62,70,Saints,28,Titans,34,14,NNE
637,2015,10,37,60,Titans,10,Panthers,27,3,ESE
638,2015,11,41,52,Texans,24,Jets,17,5,N
639,2015,12,30,55,Texans,24,Saints,6,8,NNW
640,2015,13,42,78,Buccaneers,23,Falcons,19,11,NE
641,2015,14,35,70,Rams,21,Lions,14,15,SSE
642,2015,15,40,68,Jaguars,17,Falcons,23,7,ENE
643,2015,16,40,72,Titans,6,Texans,34,1,SSW
644,2015,17,40,33,Bengals,24,Ravens,16,5,NW
645,2014,1,36,77,Chiefs,10,Titans,26,,E
646,2014,2,50,62,Browns,26,Saints,24,,NW
647,2014,3,44,69,Browns,21,Ravens,23,,W
648,2014,4,52,68,Raiders,14,Dolphins,38,,
649,2014,5,57,71,Titans,28,Browns,29,,S
650,2014,6,41,64,Browns,31,Steelers,10,,E
651,2014,7,47,70,Lions,24,Saints,23,,WSW
652,2014,8,51,67,Bengals,27,Ravens,24,,WSW
653,2014,9,45,64,Cowboys,17,Cardinals,28,,N
654,2014,10,51,70,Saints,24,49ers,27,,NE
655,2014,11,73,27,Packers,53,Eagles,20,,SSW
656,2014,12,26,70,Colts,23,Jaguars,3,,SE
657,2014,13,36,57,Bills,26,Browns,10,,SSW
658,2014,14,51,70,Lions,34,Buccaneers,17,5,E
659,2014,15,30,45,Browns,0,Bengals,30,5,W
660,2014,16,34,36,Bears,14,Lions,20,7,S
661,2014,17,22,22,Vikings,13,Bears,9,4,N
662,2013,1,33,72,Browns,10,Dolphins,23,,NNE
663,2013,2,61,62,Bears,31,Vikings,30,,N
664,2013,3,37,76,Titans,20,Chargers,17,,NNE
665,2013,4,72,70,Lions,40,Bears,32,3,SSW
666,2013,5,54,70,Rams,34,Jaguars,20,,W
667,2013,6,31,70,Chiefs,24,Raiders,7,,E
668,2013,7,33,70,Chiefs,17,Texans,16,,SW
669,2013,8,44,53,Patriots,27,Dolphins,17,,W
670,2013,9,44,62,Panthers,34,Falcons,10,,N
671,2013,10,40,46,Packers,13,Eagles,27,,WSW
672,2013,11,64,59,Steelers,37,Lions,27,,S
673,2013,12,52,20,Packers,26,Vikings,26,,SW
674,2013,13,33,57,Panthers,27,Buccaneers,6,,SW
675,2013,14,55,28,Washington,10,Chiefs,45,,NE
676,2013,15,71,34,Titans,34,Cardinals,37,,W
677,2013,16,36,70,Rams,23,Buccaneers,13,,W
678,2013,17,40,70,Colts,30,Jaguars,10,19,WNW
679,2012,1,33,68,Browns,16,Eagles,17,,NNW
680,2012,2,43,70,Colts,23,Vikings,20,,N
681,2012,3,26,88,Cowboys,16,Buccaneers,10,,N
682,2012,4,33,70,Lions,13,Vikings,20,11,E
683,2012,5,15,53,Chiefs,6,Ravens,9,,N
684,2012,6,31,85,Dolphins,17,Rams,14,17,ENE
685,2012,7,50,67,Giants,27,Washington,23,,NW
686,2012,8,52,70,Lions,28,Seahawks,24,,NNE
687,2012,9,48,39,Packers,31,Cardinals,17,,N
688,2012,10,58,70,Vikings,34,Lions,24,,W
689,2012,11,44,70,Lions,20,Packers,24,,E
690,2012,12,38,40,Bears,28,Vikings,10,,WNW
691,2012,13,68,70,Lions,33,Colts,35,,WSW
692,2012,14,37,44,Browns,30,Chiefs,7,,N
693,2012,15,59,58,Browns,21,Washington,38,9,S
694,2012,16,33,36,Chiefs,13,Colts,20,,N
695,2012,17,50,70,Lions,24,Bears,26,,WSW
696,2011,1,42,78,Bears,30,Falcons,12,,
697,2011,2,35,71,Jets,32,Jaguars,3,,
698,2011,3,33,77,Browns,17,Dolphins,16,,
699,2011,4,64,79,Cowboys,30,Lions,34,,
700,2011,5,50,79,Jaguars,20,Bengals,30,,
701,2011,6,33,69,Washington,13,Eagles,20,,
702,2011,7,39,70,Lions,16,Falcons,23,,
703,2011,8,45,59,Panthers,21,Vikings,24,,
704,2011,9,36,75,Cowboys,23,Seahawks,13,,
705,2011,10,46,78,Buccaneers,9,Texans,37,,
706,2011,11,24,50,Browns,14,Jaguars,10,,
707,2011,12,52,62,Jets,28,Bills,24,,
708,2011,13,40,58,Bills,17,Titans,23,,
709,2011,14,39,38,Bengals,19,Texans,20,,
710,2011,15,53,32,Bills,23,Dolphins,30,,
711,2011,16,34,45,Ravens,20,Browns,14,,
712,2011,17,32,72,Jaguars,19,Colts,13,,
713,2010,1,33,73,Bears,19,Lions,14,,
714,2010,2,24,70,Vikings,10,Dolphins,14,,
715,2010,3,41,77,Ravens,24,Browns,17,,
716,2010,4,54,52,Packers,28,Lions,26,,
717,2010,5,28,70,Colts,19,Chiefs,9,,
718,2010,6,37,70,Rams,20,Chargers,17,,
719,2010,7,71,70,Falcons,39,Bengals,32,,
720,2010,8,36,52,Bengals,14,Dolphins,22,,
721,2010,9,43,70,Lions,20,Jets,23,,
722,2010,10,47,75,Buccaneers,31,Panthers,16,,
723,2010,11,44,66,Chiefs,31,Cardinals,13,,
724,2010,12,20,62,Texans,20,Titans,0,,
725,2010,13,38,34,Giants,31,Washington,7,,
726,2010,14,10,70,Lions,7,Packers,3,,
727,2010,15,63,48,Cowboys,33,Washington,30,,
728,2010,16,42,70,Rams,25,49ers,17,,
729,2010,17,32,30,Chiefs,1,Raiders,31,,
730,2009,1,62,68,Ravens,38,Chiefs,24,,
731,2009,2,48,87,Jaguars,17,Cardinals,31,,
732,2009,3,36,64,Patriots,26,Falcons,10,,
733,2009,4,43,56,Chiefs,16,Giants,27,,
734,2009,5,51,61,Giants,44,Raiders,7,,
735,2009,6,75,70,Saints,48,Giants,27,,
736,2009,7,45,79,Texans,24,49ers,21,,
737,2009,8,27,70,Lions,10,Rams,17,,
738,2009,9,37,70,Colts,20,Texans,17,,
739,2009,10,48,0,Dolphins,25,Buccaneers,23,,
740,2009,11,54,53,Packers,30,49ers,24,,
741,2009,12,37,70,Falcons,20,Buccaneers,17,,
742,2009,13,36,33,Bengals,23,Lions,13,,
743,2009,14,44,70,Colts,28,Broncos,16,,
744,2009,15,55,70,Lions,24,Cardinals,31,,
745,2009,16,32,32,Browns,23,Raiders,9,,
746,2009,17,30,44,Buccaneers,10,Falcons,20,,
747,2019,1,40,70,Vikings,28,Falcons,12,3,ENE
748,2019,2,54,78,Steelers,26,Seahawks,28,1,NNW
749,2019,3,48,70,Vikings,34,Raiders,14,5,NNW
750,2019,4,55,70,Colts,24,Raiders,31,3,ESE
751,2019,5,49,68,Steelers,23,Ravens,26,3,WSW
752,2019,6,19,80,Jaguars,6,Saints,13,1,S
753,2019,7,66,54,Packers,42,Raiders,24,3,W
754,2019,8,34,48,Rams,24,Bengals,10,3,WNW
755,2019,9,44,83,Dolphins,26,Jets,18,5,N
756,2019,10,33,40,Bears,20,Lions,13,1,N
757,2019,11,57,60,Dolphins,20,Bills,37,7,NW
758,2019,12,65,37,Browns,41,Dolphins,24,12,WSW
759,2019,13,28,48,Bengals,22,Jets,6,14,WSW
760,2019,14,94,70,Saints,46,49ers,48,,SSE
761,2019,15,56,46,Giants,36,Dolphins,20,15,WNW
762,2019,16,66,49,Titans,28,Saints,38,2,NE
763,2019,17,43,70,Lions,20,Packers,23,9,ESE
764,2018,1,47,62,Patriots,27,Texans,20,6,ENE
765,2018,2,48,89,Buccaneers,27,Eagles,21,8,SW
766,2018,3,33,70,Vikings,6,Bills,27,6,SSE
767,2018,4,71,70,Colts,34,Texans,37,7,SSW
768,2018,5,44,58,Chiefs,30,Jaguars,14,2,ENE
769,2018,6,44,70,Vikings,27,Cardinals,17,7,WNW
770,2018,7,54,46,Jets,17,Vikings,37,11,NNE
771,2018,8,33,50,Giants,13,Washington,20,7,W
772,2018,9,19,84,Dolphins,13,Jets,6,14,SE
773,2018,10,55,70,Colts,29,Jaguars,26,1,S
774,2018,11,41,70,Falcons,19,Cowboys,22,1,ESE
775,2018,12,57,52,Panthers,27,Seahawks,30,,S
776,2018,13,38,85,Dolphins,21,Bills,17,13,SSE
777,2018,14,67,80,Dolphins,34,Patriots,33,12,SW
778,2018,15,27,33,Bills,14,Lions,13,2,NNE
779,2018,16,24,71,Dolphins,7,Jaguars,17,4,NNE
780,2018,17,47,70,Saints,14,Panthers,33,1,NNE
781,2017,1,36,80,Texans,7,Jaguars,29,4,NE
782,2017,2,56,70,Saints,20,Patriots,36,3,NE
783,2017,3,26,87,Jets,20,Dolphins,6,1,NE
784,2017,4,63,61,Patriots,30,Panthers,33,1,NNW
785,2017,5,26,89,Dolphins,16,Titans,10,6,SE
786,2017,6,90,70,Saints,52,Lions,38,2,SE
787,2017,7,59,85,Dolphins,31,Jets,28,9,ESE
788,2017,8,43,63,Eagles,33,49ers,10,2,E
789,2017,9,68,56,Giants,17,Rams,51,1,ENE
790,2017,10,37,75,Jaguars,20,Chargers,17,5,NE
791,2017,11,52,59,Texans,31,Cardinals,21,5,NNE
792,2017,12,36,70,Colts,16,Titans,20,3,W
793,2017,13,44,80,Dolphins,35,Broncos,9,5,ENE
794,2017,14,54,46,Jaguars,30,Seahawks,24,2,NW
795,2017,15,37,34,Browns,10,Ravens,27,1,ESE
796,2017,16,53,34,Patriots,37,Bills,16,1,N
797,2017,17,32,11,Patriots,26,Jets,6,5,NW
798,2016,1,45,80,Jets,22,Bengals,23,9,NW
799,2016,2,29,79,Giants,16,Saints,13,5,SSW
800,2016,3,54,85,Dolphins,30,Browns,24,7,E
801,2016,4,44,61,Jets,17,Seahawks,27,,NNE
802,2016,5,47,87,Dolphins,17,Titans,30,12,NE
803,2016,6,50,66,Giants,27,Ravens,23,6,SSW
804,2016,7,31,61,Eagles,21,Vikings,10,1,W
805,2016,8,45,70,Saints,25,Seahawks,20,4,ENE
806,2016,9,33,60,Chiefs,19,Jaguars,14,6,SSE
807,2016,10,39,54,Eagles,24,Falcons,15,6,W
808,2016,11,41,70,Colts,24,Titans,17,7,WNW
809,2016,12,49,38,Bills,28,Jaguars,21,6,W
810,2016,13,30,75,Jaguars,10,Broncos,20,3,ESE
811,2016,14,49,33,Eagles,22,Washington,27,2,S
812,2016,15,46,25,Bills,33,Browns,13,12,WNW
813,2016,16,55,65,Jaguars,38,Titans,17,2,NNW
814,2016,17,44,70,Colts,24,Jaguars,20,3,SSE
815,2015,1,41,53,Bills,27,Colts,14,7,WSW
816,2015,2,42,70,Vikings,26,Lions,16,12,S
817,2015,3,52,73,Ravens,24,Bengals,28,8,ENE
818,2015,4,60,75,Buccaneers,23,Panthers,37,7,WNW
819,2015,5,69,83,Buccaneers,38,Jaguars,31,9,NW
820,2015,6,55,37,Bills,21,Bengals,34,2,WNW
821,2015,7,48,70,Colts,21,Saints,27,7,NE
822,2015,8,33,70,Rams,27,49ers,6,4,SSW
823,2015,9,50,47,Bills,33,Dolphins,17,6,WSW
824,2015,10,50,70,Rams,13,Bears,37,8,SSW
825,2015,11,62,48,Eagles,17,Buccaneers,45,1,NW
826,2015,12,38,45,Bengals,31,Rams,7,6,NE
827,2015,13,45,36,Vikings,7,Seahawks,38,3,W
828,2015,14,41,80,Buccaneers,17,Saints,24,12,ESE
829,2015,15,26,70,Colts,10,Texans,16,13,S
830,2015,16,30,34,Chiefs,17,Browns,13,12,NNE
831,2015,17,40,34,Browns,12,Steelers,28,12,WNW
832,2014,1,40,70,Rams,6,Vikings,34,,ESE
833,2014,2,36,77,Titans,10,Cowboys,26,,NNE
834,2014,3,26,70,Lions,19,Packers,7,,WNW
835,2014,5,33,70,Colts,20,Ravens,13,,SSW
836,2014,6,30,74,Titans,16,Jaguars,14,7,SSW
837,2014,7,55,53,Packers,38,Panthers,17,,SSW
838,2014,8,46,79,Titans,16,Texans,30,,E
839,2014,9,34,64,Chiefs,24,Jets,10,,S
840,2014,10,33,57,Jets,20,Steelers,13,,SW
841,2014,11,44,21,Chiefs,24,Seahawks,20,,W
842,2014,12,45,46,Vikings,21,Packers,24,6,NW
843,2014,13,76,70,Colts,49,Washington,27,,SSW
844,2014,14,43,47,Titans,7,Giants,36,7,NE
845,2014,15,27,70,Colts,17,Texans,10,4,S
846,2014,16,72,78,Dolphins,37,Vikings,35,7,SE
847,2014,17,26,49,Patriots,9,Bills,17,8,W
848,2013,1,40,70,Saints,23,Falcons,17,9,E
849,2013,2,58,62,Packers,38,Washington,20,,N
850,2013,3,58,70,Vikings,27,Browns,31,,ESE
851,2013,4,38,73,Chiefs,31,Giants,7,,ENE
852,2013,5,49,87,Dolphins,23,Ravens,26,,SSE
853,2013,6,45,70,Vikings,10,Panthers,35,,SW
854,2013,7,44,87,Dolphins,21,Bills,23,,E
855,2013,8,52,70,Saints,35,Bills,17,,SSE
856,2013,9,50,64,Cowboys,27,Vikings,23,,SE
857,2013,10,56,65,Titans,27,Jaguars,29,,NNW
858,2013,11,51,62,Bills,37,Jets,14,,S
859,2013,12,79,28,Chiefs,38,Chargers,41,,N
860,2013,13,60,44,Browns,28,Jaguars,32,8,SW
861,2013,14,55,30,Ravens,29,Vikings,26,,N
862,2013,15,28,70,Colts,25,Texans,3,,WSW
863,2013,16,37,70,Jets,24,Browns,13,11,S
864,2013,17,27,41,Steelers,20,Browns,7,,NNW
865,2012,1,47,77,Titans,13,Patriots,34,,N
866,2012,2,62,70,Panthers,35,Saints,27,,ESE
867,2012,3,43,79,Dolphins,20,Jets,23,6,ENE
868,2012,4,57,73,Chiefs,20,Chargers,37,,N
869,2012,5,37,70,Vikings,30,Titans,7,,SW
870,2012,6,44,70,Jets,35,Colts,9,,SW
871,2012,7,63,81,Buccaneers,28,Saints,35,,ENE
872,2012,8,39,45,Packers,24,Jaguars,15,,NNE
873,2012,9,71,51,Titans,20,Bears,51,,N
874,2012,10,68,64,Patriots,37,Bills,31,,SSW
875,2012,11,34,60,Chiefs,6,Bengals,28,,S
876,2012,12,44,45,Bengals,34,Raiders,10,,SW
877,2012,13,37,45,Packers,23,Vikings,14,,NW
878,2012,14,44,73,Buccaneers,21,Eagles,23,,N
879,2012,15,58,70,Rams,22,Vikings,36,,NNW
880,2012,16,34,72,Dolphins,24,Bills,10,,ESE
881,2012,17,58,37,Titans,38,Jaguars,20,,N
882,2011,1,47,88,Buccaneers,20,Lions,27,,
883,2011,2,46,70,Colts,19,Browns,27,,
884,2011,3,31,78,Titans,17,Broncos,14,,
885,2011,4,47,50,Eagles,23,49ers,24,,
886,2011,5,61,80,Giants,25,Seahawks,36,,
887,2011,6,44,70,Lions,19,49ers,25,,
888,2011,7,53,67,Panthers,33,Washington,20,,
889,2011,8,52,70,Rams,31,Saints,21,,
890,2011,9,30,58,Washington,11,49ers,19,,
891,2011,10,41,65,Bengals,17,Steelers,24,,
892,2011,11,55,64,Ravens,31,Bengals,24,,
893,2011,12,43,60,Bengals,23,Browns,20,,
894,2011,13,48,80,Dolphins,34,Raiders,14,,
895,2011,14,34,45,Ravens,24,Colts,10,,
896,2011,15,40,70,Colts,27,Titans,13,,
897,2011,16,40,47,Titans,23,Jaguars,17,,
898,2011,17,44,52,Eagles,34,Washington,10,,
899,2010,1,24,64,Steelers,15,Falcons,9,,
900,2010,2,47,88,Cowboys,20,Bears,27,,
901,2010,3,40,82,Texans,13,Cowboys,27,,
902,2010,4,43,52,Browns,23,Bengals,20,,
903,2010,5,29,69,Washington,16,Packers,13,,
904,2010,6,43,57,Patriots,23,Ravens,20,,
905,2010,7,47,70,Saints,17,Browns,30,,
906,2010,8,30,70,Rams,20,Panthers,10,,
907,2010,9,36,43,Ravens,26,Dolphins,10,,
908,2010,10,26,58,Bills,14,Lions,12,,
909,2010,11,50,65,Panthers,13,Ravens,37,,
910,2010,12,44,43,Giants,24,Jaguars,20,,
911,2010,13,44,70,Lions,20,Bears,24,,
912,2010,14,19,35,Bills,13,Browns,6,,
913,2010,15,36,28,Bengals,19,Browns,17,,
914,2010,16,30,24,Browns,10,Ravens,20,,
915,2010,17,20,41,Ravens,13,Bengals,7,,
916,2009,1,48,77,Panthers,10,Eagles,38,,
917,2009,2,23,70,Chiefs,10,Raiders,13,,
918,2009,3,41,66,Jets,24,Titans,17,,
919,2009,4,48,65,Patriots,27,Ravens,21,,
920,2009,5,47,62,Eagles,33,Buccaneers,14,,
921,2009,6,41,42,Steelers,27,Browns,14,,
922,2009,7,44,51,Steelers,27,Vikings,17,,
923,2009,8,64,44,Packers,26,Vikings,38,,
924,2009,9,44,65,Patriots,27,Dolphins,17,,
925,2009,10,37,70,Vikings,27,Lions,10,,
926,2009,11,51,55,Chiefs,27,Steelers,24,,
927,2009,12,45,48,Bills,31,Dolphins,14,,
928,2009,13,44,70,Colts,27,Titans,17,,
929,2009,14,26,42,Chiefs,10,Bills,16,,
930,2009,15,51,35,Titans,27,Dolphins,24,,
931,2009,16,58,17,Packers,48,Seahawks,10,,
932,2009,17,33,31,Panthers,23,Saints,10,,
933,2019,1,69,89,Dolphins,10,Ravens,59,7,SE
934,2019,2,42,80,Giants,14,Bills,28,2,WNW
935,2019,3,61,69,Chiefs,33,Ravens,28,3,SW
936,2019,4,26,89,Texans,10,Panthers,16,8,SSE
937,2019,5,49,76,Bengals,23,Cardinals,26,6,WSW
938,2019,6,60,61,Browns,28,Seahawks,32,7,SSW
939,2019,7,47,70,Falcons,10,Rams,37,7,NW
940,2019,8,44,81,Jaguars,29,Jets,15,7,SW
941,2019,9,49,55,Chiefs,26,Vikings,23,9,SW
942,2019,10,61,47,Jets,34,Giants,27,5,SW
943,2019,11,48,42,Ravens,41,Texans,7,8,ENE
944,2019,12,57,70,Falcons,22,Buccaneers,35,5,NW
945,2019,13,50,60,Panthers,21,Washington,29,7,SW
946,2019,14,27,70,Vikings,20,Lions,7,5,NW
947,2019,15,26,25,Chiefs,23,Broncos,3,8,ENE
948,2019,16,26,37,Jets,16,Steelers,10,5,WSW
949,2019,17,52,39,Chiefs,31,Chargers,21,12,WSW
950,2018,1,40,70,Vikings,24,49ers,16,9,SSE
951,2018,2,79,79,Steelers,37,Chiefs,42,7,ESE
952,2018,3,48,88,Dolphins,28,Raiders,20,6,ESE
953,2018,4,22,48,Packers,22,Bills,0,4,ENE
954,2018,5,54,70,Lions,31,Packers,23,7,NE
955,2018,6,49,51,Bengals,21,Steelers,28,2,ESE
956,2018,7,53,88,Dolphins,21,Lions,32,5,NNW
957,2018,8,42,70,Lions,14,Seahawks,28,9,SSE
958,2018,9,39,52,Ravens,16,Steelers,23,3,E
959,2018,10,56,35,Bears,34,Lions,22,7,SSW
960,2018,11,73,41,Giants,38,Buccaneers,35,,ESE
961,2018,12,45,39,Bills,24,Jaguars,21,7,W
962,2018,13,34,63,Bengals,10,Broncos,24,9,S
963,2018,14,51,26,Chiefs,27,Ravens,24,,S
964,2018,15,32,43,Ravens,20,Buccaneers,12,7,N
965,2018,16,82,41,Jets,38,Packers,44,6,WNW
966,2018,17,71,35,Giants,35,Cowboys,36,,E
967,2017,1,58,70,Lions,35,Cardinals,23,4,E
968,2017,2,47,65,Chiefs,27,Eagles,20,3,NNE
969,2017,3,42,84,Bills,26,Broncos,16,4,NNE
970,2017,4,21,70,Vikings,7,Lions,14,7,SSE
