,year,week,total_score,temperature,home_team,home_score,away_team,away_score,wind,wind_dir
971,2017,5,36,63,Bengals,20,Bills,16,2,ESE
972,2017,6,37,70,Falcons,17,Dolphins,20,3,SW
973,2017,7,33,52,Rams,33,Cardinals,0,4,WNW
974,2017,8,32,70,Saints,20,Bears,12,5,N
975,2017,9,37,58,Panthers,20,Falcons,17,,SSE
976,2017,10,57,37,Bills,10,Saints,47,,SSW
977,2017,11,31,70,Vikings,24,Rams,7,3,SW
978,2017,12,46,46,Bengals,30,Browns,16,2,WSW
979,2017,13,64,51,Ravens,44,Lions,20,1,WSW
980,2017,14,42,57,Texans,16,49ers,26,,SE
981,2017,15,55,48,Panthers,31,Packers,24,1,WSW
982,2017,16,23,21,Bears,20,Browns,3,,NW
983,2017,17,28,15,Giants,18,Washington,10,6,NW
984,2016,1,69,70,Saints,34,Raiders,35,3,E
985,2016,2,55,78,Patriots,31,Dolphins,24,6,SSW
986,2016,3,36,87,Jaguars,17,Ravens,19,4,NE
987,2016,4,16,56,Patriots,0,Bills,16,2,N
988,2016,5,26,61,Ravens,10,Washington,16,12,NNW
989,2016,6,79,70,Saints,41,Panthers,38,4,ENE
990,2016,7,48,66,Bengals,31,Browns,17,6,SSW
991,2016,8,33,80,Texans,20,Lions,13,3,ENE
992,2016,9,45,56,Browns,10,Cowboys,35,2,NW
993,2016,10,37,48,Panthers,17,Chiefs,20,4,N
994,2016,11,28,37,Bengals,12,Bills,16,7,WNW
995,2016,12,33,49,Ravens,19,Bengals,14,8,NW
996,2016,13,34,31,Packers,21,Texans,13,4,SSE
997,2016,14,49,75,Dolphins,26,Cardinals,23,15,E
998,2016,15,53,58,Ravens,27,Eagles,26,6,WNW
999,2016,16,63,35,Packers,38,Vikings,25,4,W
1000,2016,17,49,80,Dolphins,14,Patriots,35,1,ESE
1001,2015,1,27,71,Washington,10,Dolphins,17,11,W
1002,2015,2,71,69,Bears,23,Cardinals,48,3,E
1003,2015,3,68,70,Patriots,51,Jaguars,17,3,SSE
1004,2015,4,43,59,Washington,23,Eagles,20,13,NNE
1005,2015,5,56,67,Eagles,39,Saints,17,4,WSW
1006,2015,6,71,70,Lions,37,Bears,34,8,NW
1007,2015,7,47,70,Lions,19,Vikings,28,5,NW
1008,2015,8,101,70,Saints,52,Giants,49,6,E
1009,2015,9,39,57,Vikings,21,Rams,18,14,SSW
1010,2015,10,61,62,Washington,47,Saints,14,7,SW
1011,2015,11,32,29,Bears,15,Broncos,17,6,SSW
1012,2015,12,30,70,Falcons,10,Vikings,20,1,S
1013,2015,13,51,49,Bills,30,Texans,21,4,WSW
1014,2015,14,38,65,Jets,30,Titans,8,4,ENE
1015,2015,15,73,41,Giants,35,Panthers,38,4,W
1016,2015,16,30,81,Dolphins,12,Colts,18,13,ESE
1017,2015,17,36,56,Texans,30,Jaguars,6,4,NNW
1018,2014,1,53,89,Dolphins,33,Patriots,20,13,SE
1019,2014,2,37,65,Vikings,7,Patriots,30,,W
1020,2014,3,65,70,Rams,31,Cowboys,34,,WNW
1021,2014,4,41,85,Jets,17,Lions,24,,S
1022,2014,5,68,70,Saints,37,Buccaneers,31,,ESE
1023,2014,6,51,88,Dolphins,24,Packers,27,,E
1024,2014,7,27,70,Colts,27,Bengals,0,,SW
1025,2014,8,41,85,Chiefs,34,Rams,7,,S
1026,2014,9,37,69,Dolphins,37,Chargers,0,,N
1027,2014,10,44,66,Buccaneers,17,Falcons,27,,NE
1028,2014,11,29,70,Rams,22,Broncos,7,,W
1029,2014,12,43,61,Patriots,34,Lions,9,,WSW
1030,2014,13,52,70,Rams,52,Raiders,0,,WSW
1031,2014,14,41,77,Dolphins,13,Ravens,28,12,NNW
1032,2014,15,44,60,Chiefs,31,Raiders,13,1,S
1033,2014,16,44,70,Saints,14,Falcons,30,2,NE
1034,2014,17,60,51,Giants,26,Eagles,34,6,WNW
1035,2013,1,35,82,Jets,18,Buccaneers,17,,WNW
1036,2013,2,44,70,Colts,20,Dolphins,24,,SSW
1037,2013,3,26,72,Patriots,23,Buccaneers,3,,W
1038,2013,4,61,60,Vikings,34,Steelers,27,,
1039,2013,5,57,69,Giants,21,Eagles,36,9,ESE
1040,2013,6,51,84,Buccaneers,20,Eagles,31,,N
1041,2013,7,57,65,Jets,30,Patriots,27,,W
1042,2013,8,22,58,Eagles,7,Giants,15,,W
1043,2013,9,49,70,Rams,21,Titans,28,,SE
1044,2013,10,46,70,Colts,8,Rams,38,,NW
1045,2013,11,43,68,Bears,23,Ravens,20,,S
1046,2013,12,63,70,Rams,42,Bears,21,,N
1047,2013,13,36,70,Colts,22,Titans,14,,WSW
1048,2013,14,53,31,Patriots,27,Browns,26,,NNW
1049,2013,15,43,70,Rams,27,Saints,16,,SW
1050,2013,16,47,62,Washington,23,Cowboys,24,,S
1051,2013,17,27,79,Dolphins,7,Jets,20,,S
1052,2012,1,64,73,Chiefs,24,Falcons,40,,NNE
1053,2012,2,34,85,Jaguars,7,Texans,27,,E
1054,2012,3,37,70,Vikings,24,49ers,13,,NW
1055,2012,4,32,70,Rams,19,Seahawks,13,,NE
1056,2012,5,41,52,Washington,17,Falcons,24,,NNE
1057,2012,6,49,73,Eagles,23,Lions,26,,SW
1058,2012,7,33,67,Panthers,14,Cowboys,19,,N
1059,2012,8,32,57,Titans,13,Colts,19,,N
1060,2012,9,43,70,Colts,23,Dolphins,20,,NNE
1061,2012,10,58,70,Saints,31,Falcons,27,,SSE
1062,2012,11,40,70,Rams,13,Jets,27,,SSE
1063,2012,12,34,38,Browns,20,Steelers,14,,WSW
1064,2012,13,34,71,Titans,10,Texans,24,,SW
1065,2012,14,59,49,Washington,31,Ravens,28,,ENE
1066,2012,15,27,78,Dolphins,24,Jaguars,3,,SE
1067,2012,16,47,44,Eagles,20,Washington,27,,SSW
1068,2012,17,44,70,Colts,28,Texans,16,,SW
1069,2011,1,42,70,Ravens,35,Steelers,7,,
1070,2011,2,43,64,Washington,22,Cardinals,21,,
1071,2011,3,45,79,Eagles,16,Giants,29,,
1072,2011,4,63,60,Bears,34,Panthers,29,,
1073,2011,5,44,70,Vikings,34,Cardinals,10,,
1074,2011,6,27,58,Packers,24,Rams,3,,
1075,2011,7,42,67,Buccaneers,18,Bears,24,,
1076,2011,8,57,63,Ravens,30,Cardinals,27,,
1077,2011,9,43,70,Saints,27,Buccaneers,16,,
1078,2011,10,20,70,Colts,3,Jaguars,17,,
1079,2011,11,51,67,Washington,24,Cowboys,27,,
1080,2011,12,33,79,Jaguars,13,Texans,20,,
1081,2011,13,42,60,Steelers,35,Bengals,7,,
1082,2011,14,62,70,Lions,34,Vikings,28,,
1083,2011,15,33,31,Giants,10,Washington,23,,
1084,2011,16,29,47,Chiefs,13,Raiders,16,,
1085,2011,17,86,30,Packers,45,Lions,41,,
1086,2010,1,31,87,Buccaneers,17,Browns,14,,
1087,2010,2,67,70,Lions,32,Eagles,35,,
1088,2010,3,41,57,Chiefs,31,49ers,10,,
1089,2010,4,31,51,Steelers,14,Ravens,17,,
1090,2010,5,62,63,Bills,26,Jaguars,36,,
1091,2010,6,66,78,Texans,35,Chiefs,31,,
1092,2010,7,45,78,Dolphins,22,Steelers,23,,
1093,2010,8,62,70,Lions,37,Washington,25,,
1094,2010,9,48,44,Browns,34,Patriots,14,,
1095,2010,10,46,45,Browns,20,Jets,26,,
1096,2010,11,80,64,Bengals,31,Bills,49,,
1097,2010,12,47,37,Browns,24,Panthers,23,,
1098,2010,13,52,70,Buccaneers,24,Falcons,28,,
1099,2010,14,69,54,Jaguars,38,Raiders,31,,
1100,2010,15,58,70,Colts,34,Jaguars,24,,
1101,2010,16,61,66,Dolphins,27,Lions,34,,
1102,2010,17,33,70,Lions,20,Vikings,13,,
1103,2009,1,55,85,Buccaneers,21,Cowboys,34,,
1104,2009,2,70,69,Eagles,22,Saints,48,,
1105,2009,3,48,68,Eagles,34,Chiefs,14,,
1106,2009,4,29,68,Washington,16,Buccaneers,13,,
1107,2009,5,48,70,Lions,20,Steelers,28,,
1108,2009,6,49,64,Buccaneers,21,Panthers,28,,
1109,2009,7,42,61,Buccaneers,7,Patriots,35,,
1110,2009,8,32,70,Colts,18,49ers,14,,
1111,2009,9,66,81,Buccaneers,38,Packers,28,,
1112,2009,10,46,63,Jets,22,Jaguars,24,,
1113,2009,11,65,53,Giants,34,Falcons,31,,
1114,2009,12,23,58,Bengals,16,Browns,7,,
1115,2009,13,57,37,Chiefs,13,Broncos,44,,
1116,2009,14,29,75,Buccaneers,3,Jets,26,,
1117,2009,15,75,38,Chiefs,34,Browns,41,,
1118,2009,16,43,38,Steelers,23,Ravens,20,,
1119,2009,17,61,44,Texans,34,Patriots,27,,
1120,2019,1,66,93,Jaguars,26,Chiefs,40,3,SW
1121,2019,2,58,82,Bengals,17,49ers,41,3,SSW
1122,2019,3,51,70,Colts,27,Falcons,24,11,SSW
1123,2019,4,64,70,Lions,30,Chiefs,34,7,NE
1124,2019,5,85,88,Texans,53,Falcons,32,6,E
1125,2019,6,40,61,Ravens,23,Bengals,17,3,ESE
1126,2019,7,53,70,Colts,30,Texans,23,2,NW
1127,2019,8,44,52,Bills,13,Eagles,31,11,WSW
1128,2019,9,50,55,Panthers,30,Titans,20,5,NE
1129,2019,10,67,62,Titans,35,Chiefs,32,9,SW
1130,2019,11,50,70,Vikings,27,Broncos,23,6,WNW
1131,2019,12,65,70,Saints,34,Panthers,31,3,N
1132,2019,13,37,38,Ravens,20,49ers,17,9,E
1133,2019,14,62,67,Texans,24,Broncos,38,7,SSE
1134,2019,15,47,34,Bengals,13,Patriots,34,3,SSW
1135,2019,16,36,70,Falcons,24,Jaguars,12,6,NE
1136,2019,17,40,70,Vikings,19,Bears,21,6,SE
1137,2018,1,47,88,Dolphins,27,Titans,20,4,SW
1138,2018,2,32,82,Jets,12,Dolphins,20,3,SE
1139,2018,3,41,62,Ravens,27,Broncos,14,4,ENE
1140,2018,4,50,79,Cowboys,26,Lions,24,6,SE
1141,2018,5,21,70,Browns,12,Ravens,9,2,NNE
1142,2018,6,52,55,Browns,14,Chargers,38,1,SSE
1143,2018,7,69,43,Bears,31,Patriots,38,6,NW
1144,2018,8,71,56,Bengals,37,Buccaneers,34,7,S
1145,2018,9,33,70,Vikings,24,Lions,9,6,NE
1146,2018,10,40,42,Chiefs,26,Cardinals,14,1,NNW
1147,2018,11,44,47,Washington,21,Texans,23,4,SSE
1148,2018,12,51,57,Ravens,34,Raiders,17,5,WSW
1149,2018,13,46,70,Lions,16,Rams,30,11,S
1150,2018,14,45,45,Texans,21,Colts,24,1,NNW
1151,2018,15,54,70,Falcons,40,Cardinals,14,5,NW
1152,2018,16,44,37,Browns,26,Bengals,18,3,SW
1153,2018,17,66,77,Buccaneers,32,Falcons,34,4,S
1154,2017,1,40,66,Bears,17,Falcons,23,5,ESE
1155,2017,2,53,86,Jaguars,16,Titans,37,7,NNE
1156,2017,3,47,81,Panthers,13,Saints,34,4,NE
1157,2017,4,40,70,Falcons,17,Bills,23,7,ENE
1158,2017,5,49,74,Giants,22,Chargers,27,4,SW
1159,2017,6,41,71,Jets,17,Patriots,24,5,SW
1160,2017,7,20,67,Bears,17,Panthers,3,4,SSE
1161,2017,8,34,61,Patriots,21,Chargers,13,1,SE
1162,2017,9,74,62,Eagles,51,Broncos,23,1,SE
1163,2017,10,25,76,Buccaneers,15,Jets,10,6,ENE
1164,2017,11,51,31,Bears,24,Lions,27,6,WNW
1165,2017,12,54,70,Falcons,34,Buccaneers,20,4,NNW
1166,2017,13,26,46,Bills,3,Patriots,23,2,SW
1167,2017,14,48,28,Browns,21,Packers,27,9,WSW
1168,2017,15,40,25,Bills,24,Dolphins,16,,NE
1169,2017,16,41,53,Panthers,22,Buccaneers,19,1,ENE
1170,2017,17,6,15,Eagles,0,Cowboys,6,4,NNW
1171,2016,1,60,73,Chiefs,33,Chargers,27,7,S
1172,2016,2,31,89,Texans,19,Chiefs,12,2,WSW
1173,2016,3,61,72,Packers,34,Lions,27,1,SSE
1174,2016,4,81,70,Falcons,48,Panthers,33,,NW
1175,2016,5,44,70,Vikings,31,Texans,13,4,SSE
1176,2016,6,33,67,Bears,16,Jaguars,17,3,SSW
1177,2016,7,37,70,Lions,20,Washington,17,5,SSW
1178,2016,8,59,54,Browns,28,Jets,31,9,N
1179,2016,9,35,63,Ravens,21,Steelers,14,1,NNW
1180,2016,10,46,77,Buccaneers,36,Bears,10,2,SE
1181,2016,11,36,43,Chiefs,17,Buccaneers,19,8,SE
1182,2016,12,57,70,Falcons,38,Cardinals,19,,NE
1183,2016,13,46,41,Bengals,32,Eagles,14,3,ESE
1184,2016,14,44,42,Panthers,28,Chargers,16,2,SSE
1185,2016,15,36,2,Chiefs,17,Titans,19,2,NW
1186,2016,16,37,37,Browns,20,Chargers,17,1,W
1187,2016,17,48,70,Vikings,38,Bears,10,2,WNW
1188,2015,1,29,81,Jaguars,9,Panthers,20,1,WSW
1189,2015,2,72,62,Bills,32,Patriots,40,4,N
1190,2015,3,49,67,Panthers,27,Saints,22,8,NNE
1191,2015,4,42,56,Bears,22,Raiders,20,8,NE
1192,2015,5,63,68,Ravens,30,Browns,33,,S
1193,2015,6,49,46,Browns,23,Broncos,26,11,NW
1194,2015,7,36,64,Chiefs,23,Steelers,13,6,NE
1195,2015,8,43,61,Bears,20,Vikings,23,7,WSW
1196,2015,9,51,57,Jets,28,Jaguars,23,7,WNW
1197,2015,10,39,59,Eagles,19,Dolphins,20,9,WSW
1198,2015,11,29,47,Ravens,16,Rams,13,1,NNW
1199,2015,12,34,46,Washington,20,Giants,14,5,N
1200,2015,13,28,78,Dolphins,15,Ravens,13,14,NE
1201,2015,14,53,65,Bengals,20,Steelers,33,6,SSE
1202,2015,15,49,39,Patriots,33,Titans,16,5,W
1203,2015,16,49,70,Lions,32,49ers,17,13,NNW
1204,2015,17,54,70,Colts,30,Titans,24,6,NW
1205,2014,1,33,80,Jets,19,Raiders,14,,N
1206,2014,2,39,71,Giants,14,Cardinals,25,,N
1207,2014,3,25,78,Patriots,16,Raiders,9,7,SSE
1208,2014,4,51,73,Steelers,24,Buccaneers,27,,SSW
1209,2014,5,50,61,Giants,30,Falcons,20,,WNW
1210,2014,6,20,61,Vikings,3,Lions,17,,SSE
1211,2014,7,54,70,Rams,28,Seahawks,26,,N
1212,2014,8,74,57,Patriots,51,Bears,23,,WNW
1213,2014,9,55,54,Vikings,29,Washington,26,,SSE
1214,2014,10,48,53,Jaguars,17,Cowboys,31,,
1215,2014,11,37,70,Saints,10,Bengals,27,19,SSE
1216,2014,12,67,53,Eagles,43,Titans,24,,S
1217,2014,13,44,15,Vikings,31,Panthers,13,,WNW
1218,2014,14,54,34,Vikings,30,Jets,24,11,SSE
1219,2014,15,54,43,Patriots,41,Dolphins,13,5,WNW
1220,2014,16,33,35,Jets,16,Patriots,17,4,NW
1221,2014,17,43,77,Buccaneers,20,Saints,23,7,SSW
1222,2013,1,25,74,Steelers,9,Titans,16,,ENE
1223,2013,2,33,79,Chiefs,17,Cowboys,16,3,N
1224,2013,3,38,70,Saints,31,Cardinals,7,,NE
1225,2013,5,31,61,Packers,22,Lions,9,,WSW
1226,2013,6,36,68,Ravens,17,Packers,19,,N
1227,2013,7,20,62,Eagles,3,Cowboys,17,,NW
1228,2013,8,52,73,Jaguars,10,49ers,42,,N
1229,2013,9,46,53,Jets,26,Saints,20,,N
1230,2013,10,44,53,Giants,24,Raiders,20,,NW
1231,2013,11,61,64,Bengals,41,Browns,20,,S
1232,2013,12,36,80,Dolphins,16,Panthers,20,17,NNE
1233,2013,13,63,53,Chiefs,28,Broncos,35,,N
1234,2013,14,64,34,Jets,37,Raiders,27,,N
1235,2013,15,44,85,Dolphins,24,Patriots,20,12,SW
1236,2013,16,30,70,Panthers,17,Saints,13,,S
1237,2013,17,27,70,Vikings,14,Lions,13,,NW
1238,2012,1,49,70,Vikings,26,Jaguars,23,,N
1239,2012,2,38,71,Patriots,18,Cardinals,20,,WNW
1240,2012,3,51,70,Saints,24,Chiefs,27,,NNE
1241,2012,4,34,67,Jets,0,49ers,34,,WSW
1242,2012,5,68,52,Giants,41,Browns,27,,S
1243,2012,6,60,80,Ravens,31,Cowboys,29,,SE
1244,2012,7,56,83,Texans,43,Ravens,13,,SSE
1245,2012,8,52,48,Rams,7,Patriots,45,9,SSW
1246,2012,9,34,49,Washington,13,Panthers,21,,WNW
1247,2012,10,58,79,Buccaneers,34,Chargers,24,,N
1248,2012,11,37,52,Washington,31,Eagles,6,,ENE
1249,2012,12,33,70,Colts,20,Bills,13,,WSW
1250,2012,13,48,61,Chiefs,27,Panthers,21,,N
1251,2012,14,50,62,Panthers,30,Falcons,20,5,SSW
1252,2012,15,41,70,Saints,41,Buccaneers,0,,SSW
1253,2012,16,23,38,Steelers,10,Bengals,13,,SW
1254,2012,17,82,70,Saints,38,Panthers,44,,NNE
1255,2011,1,41,92,Texans,34,Colts,7,,
1256,2011,2,44,70,Vikings,20,Buccaneers,24,,
1257,2011,3,49,70,Vikings,23,Lions,26,,
1258,2011,4,27,70,Rams,10,Washington,17,,
1259,2011,5,57,75,Panthers,27,Saints,30,,
1260,2011,6,48,70,Falcons,31,Panthers,17,,
1261,2011,8,55,59,Broncos,10,Lions,45,,
1262,2011,9,38,70,Colts,7,Falcons,31,,
1263,2011,10,27,69,Chiefs,10,Broncos,17,,
1264,2011,11,84,70,Lions,49,Panthers,35,,
1265,2011,12,38,70,Falcons,24,Vikings,14,,
1266,2011,13,57,78,Buccaneers,19,Panthers,38,,
1267,2011,14,54,48,Panthers,23,Falcons,31,,
1268,2011,15,52,40,Bears,14,Seahawks,38,,
1269,2011,16,43,37,Jets,14,Giants,29,,
1270,2011,17,30,70,Vikings,13,Bears,17,,
1271,2010,1,62,63,Patriots,38,Bengals,24,,
1272,2010,2,48,70,Falcons,41,Cardinals,7,,
1273,2010,3,39,70,Giants,10,Titans,29,,
1274,2010,4,46,53,Titans,20,Broncos,26,,
1275,2010,5,48,70,Ravens,31,Broncos,17,,
1276,2010,6,48,63,Giants,28,Lions,20,,
1277,2010,7,35,84,Buccaneers,18,Rams,17,,
1278,2010,8,23,48,Chiefs,13,Bills,10,,
1279,2010,9,52,64,Texans,23,Chargers,29,,
1280,2010,10,46,80,Dolphins,29,Titans,17,,
1281,2010,11,54,73,Cowboys,35,Lions,19,,
1282,2010,12,35,35,Bills,16,Steelers,19,,
1283,2010,13,64,32,Bengals,30,Saints,34,,
1284,2010,14,33,42,Washington,16,Buccaneers,17,,
1285,2010,15,48,35,Titans,31,Texans,17,,
1286,2010,16,72,30,Bears,38,Jets,34,,
1287,2010,17,50,25,Browns,9,Steelers,41,,
1288,2009,1,31,82,Texans,7,Jets,24,,
1289,2009,2,55,68,Packers,24,Bengals,31,,
1290,2009,3,24,89,Buccaneers,0,Giants,24,,
1291,2009,4,54,82,Jaguars,37,Titans,17,,
1292,2009,5,37,64,Panthers,20,Washington,17,,
1293,2009,6,20,44,Washington,6,Chiefs,14,,
1294,2009,7,29,59,Panthers,9,Bills,20,,
1295,2009,8,55,54,Jets,25,Dolphins,30,,
1296,2009,9,45,79,Jaguars,24,Chiefs,21,,
1297,2009,10,30,63,Steelers,12,Bengals,18,,
1298,2009,11,45,79,Buccaneers,7,Saints,38,,
1299,2009,12,44,70,Rams,17,Seahawks,27,,
1300,2009,13,63,34,Washington,30,Saints,33,,
1301,2009,14,24,77,Jaguars,10,Dolphins,14,,
1302,2009,15,29,70,Rams,13,Texans,16,,
1303,2009,16,47,75,Dolphins,20,Texans,27,,
1304,2009,17,34,70,Rams,6,49ers,28,,
1305,2019,1,56,69,Browns,13,Titans,43,6,NE
1306,2019,2,23,70,Lions,13,Chargers,10,7,SW
1307,2019,3,43,69,Packers,27,Broncos,16,5,SW
1308,2019,4,65,82,Ravens,25,Browns,40,5,NE
1309,2019,5,55,70,Saints,31,Buccaneers,24,7,ESE
1310,2019,6,27,72,Rams,7,49ers,20,5,SW
1311,2019,7,9,55,Washington,0,49ers,9,8,NNE
1312,2019,8,33,51,Bears,16,Chargers,17,6,WSW
1313,2019,9,33,35,Bills,24,Washington,9,1,W
1314,2019,10,57,75,Buccaneers,30,Cardinals,27,5,ENE
1315,2019,11,51,41,Washington,17,Jets,34,7,NE
1316,2019,12,35,46,Washington,19,Lions,16,1,WNW
1317,2019,13,39,78,Jaguars,11,Buccaneers,28,14,SSW
1318,2019,14,41,34,Bills,17,Ravens,24,18,S
1319,2019,15,55,70,Lions,17,Buccaneers,38,11,WNW
1320,2019,16,46,44,Browns,15,Ravens,31,7,SW
1321,2019,17,51,40,Patriots,24,Dolphins,27,2,N
1322,2018,1,57,70,Colts,23,Bengals,34,9,NE
1323,2018,2,51,79,Bills,20,Chargers,31,7,S
1324,2018,3,52,81,Panthers,31,Bengals,21,1,ESE
1325,2018,4,58,64,Bears,48,Buccaneers,10,1,NW
1326,2018,5,64,80,Panthers,33,Giants,31,1,NE
1327,2018,6,33,87,Texans,20,Bills,13,9,SSW
1328,2018,7,42,70,Colts,37,Bills,5,3,SE
1329,2018,8,34,48,Bears,24,Jets,10,11,W
1330,2018,9,52,53,Washington,14,Falcons,38,4,ESE
1331,2018,10,44,46,Titans,34,Patriots,10,2,SSE
1332,2018,11,36,72,Jaguars,16,Steelers,20,6,NNE
1333,2018,12,51,70,Colts,27,Dolphins,24,11,ESE
1334,2018,13,37,34,Packers,17,Cardinals,20,18,NNE
1335,2018,14,21,29,Bears,15,Rams,6,1,NNW
1336,2018,15,46,42,Bengals,30,Raiders,16,1,WNW
1337,2018,16,47,48,Cowboys,27,Buccaneers,20,9,N
1338,2018,17,50,45,Ravens,26,Browns,24,3,SSE
1339,2017,1,20,69,Bengals,0,Ravens,20,3,ENE
1340,2017,2,29,70,Colts,13,Cardinals,16,3,SSW
1341,2017,3,40,87,Bears,23,Steelers,17,3,SSE
1342,2017,4,35,64,Ravens,9,Steelers,26,1,NNE
1343,2017,5,39,71,Steelers,9,Jaguars,30,4,WSW
1344,2017,6,50,69,Washington,26,49ers,24,3,SSW
1345,2017,7,21,74,Browns,9,Titans,12,4,SSW
1346,2017,8,48,39,Bills,34,Raiders,14,2,NNE
1347,2017,9,43,75,Titans,23,Ravens,20,8,SSW
1348,2017,10,68,43,Washington,30,Vikings,38,1,SSW
1349,2017,11,65,70,Saints,34,Washington,31,8,N
1350,2017,12,52,46,Patriots,35,Dolphins,17,4,WNW
1351,2017,13,29,50,Bears,14,49ers,15,2,SSW
1352,2017,14,40,30,Bengals,7,Bears,33,4,SSW
1353,2017,15,41,70,Vikings,34,Bengals,7,,ESE
1354,2017,16,36,70,Saints,23,Falcons,13,1,WNW
1355,2017,17,32,70,Falcons,22,Panthers,10,3,NW
1356,2016,1,20,82,Ravens,13,Bills,7,7,NW
1357,2016,2,31,70,Lions,15,Titans,16,3,SSW
1358,2016,3,46,82,Bengals,17,Broncos,29,,S
1359,2016,4,55,67,Ravens,27,Raiders,28,,ESE
1360,2016,5,44,57,Steelers,31,Jets,13,6,NW
1361,2016,6,59,70,Lions,31,Rams,28,11,SW
1362,2016,7,49,72,Jaguars,16,Raiders,33,5,NNE
1363,2016,8,66,50,Bills,25,Patriots,41,2,NW
1364,2016,9,64,68,49ers,23,Saints,41,1,NW
1365,2016,10,46,55,Washington,26,Vikings,20,4,WSW
1366,2016,11,38,40,Giants,22,Bears,16,12,W
1367,2016,12,40,46,Browns,13,Giants,27,1,SSW
1368,2016,13,44,45,Ravens,38,Dolphins,6,3,NNW
1369,2016,14,33,28,Browns,10,Bengals,23,13,SSE
1370,2016,15,23,48,Giants,17,Lions,6,4,SW
1371,2016,16,62,35,Bears,21,Washington,41,1,WNW
1372,2016,17,40,45,Jets,30,Bills,10,8,NW
1373,2015,1,65,70,Rams,34,Seahawks,31,3,SSW
1374,2015,2,43,73,Bengals,24,Chargers,19,6,NE
1375,2015,3,41,70,Jets,17,Eagles,24,5,ESE
1376,2015,4,69,70,Falcons,48,Texans,21,9,NE
1377,2015,5,34,73,Packers,24,Rams,10,15,SW
1378,2015,6,51,70,Jaguars,20,Texans,31,13,NNE
1379,2015,7,30,70,Rams,24,Browns,6,7,NE
1380,2015,8,55,65,Ravens,29,Chargers,26,6,SW
1381,2015,9,73,51,Steelers,38,Raiders,35,,SSE
1382,2015,10,39,60,Steelers,30,Browns,9,6,SW
1383,2015,11,38,75,Dolphins,14,Cowboys,24,1,WSW
1384,2015,12,37,70,Colts,25,Buccaneers,12,8,NE
1385,2015,13,40,46,Browns,3,Bengals,37,5,SW
1386,2015,14,67,77,Jaguars,51,Colts,16,8,E
1387,2015,15,60,45,Washington,35,Bills,25,3,S
1388,2015,16,22,37,Bills,16,Cowboys,6,5,NW
1389,2015,17,57,54,Cowboys,23,Washington,34,4,NNW
1390,2014,1,51,80,Eagles,34,Jaguars,17,,N
1391,2014,2,51,67,Washington,41,Jaguars,10,,W
1392,2014,3,29,70,Saints,20,Vikings,9,,NNE
1393,2014,4,48,79,Ravens,38,Panthers,10,,N
1394,2014,5,62,60,Eagles,34,Rams,28,,W
1395,2014,6,48,64,Jets,17,Broncos,31,,NW
1396,2014,7,36,57,Washington,19,Titans,17,,W
1397,2014,8,66,61,Jets,23,Bills,43,,NW
1398,2014,9,52,71,Texans,21,Eagles,31,,SSE
1399,2014,11,26,43,Giants,10,49ers,16,,SSW
1400,2014,12,35,76,Texans,13,Bengals,22,,SW
1401,2014,13,67,61,Steelers,32,Saints,35,,SW
1402,2014,14,51,70,Saints,10,Panthers,41,5,N
1403,2014,15,37,43,Giants,24,Washington,13,7,NW
1404,2014,16,32,34,Steelers,20,Chiefs,12,,NE
1405,2014,17,61,57,Washington,17,Cowboys,44,4,WNW
1406,2013,1,58,70,Lions,34,Vikings,24,,ENE
1407,2013,2,20,78,Ravens,14,Browns,6,,N
1408,2013,3,47,71,Washington,20,Lions,27,,NW
1409,2013,4,23,84,Buccaneers,10,Cardinals,13,,WSW
1410,2013,5,43,63,Titans,17,Chiefs,26,,WNW
1411,2013,6,51,76,Texans,13,Rams,38,5,ENE
1412,2013,7,86,62,Washington,45,Bears,41,,WNW
1413,2013,8,39,59,Raiders,21,Steelers,18,,W
1414,2013,9,51,52,Seahawks,27,Buccaneers,24,,N
1415,2013,10,33,45,Steelers,23,Bills,10,,WNW
1416,2013,11,69,79,Buccaneers,41,Falcons,28,,W
1417,2013,12,22,34,Ravens,19,Jets,3,,N
1418,2013,13,43,70,Vikings,23,Bears,20,,N
1419,2013,14,54,27,Eagles,34,Lions,20,,NE
1420,2013,15,78,70,Vikings,48,Eagles,30,,NW
1421,2013,16,36,82,Jaguars,16,Titans,20,,SW
1422,2013,17,26,42,Giants,20,Washington,6,,NE
1423,2012,1,72,70,Saints,32,Washington,40,,N
1424,2012,2,75,75,Giants,41,Buccaneers,34,,W
1425,2012,3,69,67,Washington,31,Bengals,38,,NW
1426,2012,4,52,67,Texans,38,Titans,14,,NNW
1427,2012,5,30,47,Steelers,16,Eagles,14,7,NW
1428,2012,6,48,88,Buccaneers,38,Chiefs,10,,E
1429,2012,7,50,70,Rams,20,Packers,30,,SE
1430,2012,8,39,59,Jets,9,Dolphins,30,,NNE
1431,2012,9,45,81,Jaguars,14,Lions,31,,WSW
1432,2012,10,50,71,Panthers,14,Broncos,36,,WSW
1433,2012,11,48,55,Panthers,21,Buccaneers,27,,NE
1434,2012,12,26,54,Chiefs,9,Broncos,17,,N
1435,2012,13,29,70,Rams,16,49ers,13,,W
1436,2012,14,27,69,Jaguars,10,Jets,17,,N
1437,2012,15,51,64,Ravens,17,Broncos,34,,S
1438,2012,16,41,63,Buccaneers,13,Rams,28,,WSW
1439,2012,17,49,34,Giants,42,Eagles,7,,NW
